title,company,location,salary_predicted,salary_min,salary_max,category,description,skills
Développeur Java/Développeuse Java,TMC,France,0,,,Unknown,"À propos de TMC TMC est une société internationale de conseil en hautes technologies présente dans 16 pays et comptant 3000 collaborateurs. Nous apportons une expertise technique à nos clients pour les accompagner dans la réalisation de leurs projets et de leurs défis depuis plus de 20 ans. Nous travaillons dans des domaines passionnants tels que l'aéronautique, l'automobile, le ferroviaire, l'énergie, la finance et la santé. Chez TMC, nous croyons que ce sont les personnes qui sont les moteurs…",
Développeur Drupal/Développeuse Drupal,ELLIPSE DIGITAL,"Boulogne-Billancourt, Hauts-de-Seine",0,,,Unknown,"Qui sommes-nous ? Ellipse Digital, implanté en France, est une filiale d’Ellipse Group et apporte, entre autres son expertise technologique à Ellipse Projects. Ellipse Projects est un acteur clé dans le financement, la conception et la réalisation de grand projets d’infrastructure. Pour accompagner notre développement, nous recherchons un stagiaire en développement drupal H/F pour une durée d’un mois. Description du poste Ellipse Digital développe une plateforme numérique innovante dédiée aux r…",
Développeur web/Développeuse web,LACOUR CONCEPT,"Saint-Denis-de-l'Hôtel, Orléans",0,,,Emplois Informatique,"Au sein d'une équipe passionnée et à taille humaine, vous développez des nouvelles applications, assurez la maintenance et correction des applications existantes, déployez des applications WEB, et effectuez la recette et test des applications. Vous assurez une veille technologique sur les nouveaux outils d’exploration technologique. Vous êtes force de proposition, par votre implication dans le tournant digital. Vous aimez échanger par le travail en équipe, avec une certaine autonomie sur les pr…",
Développeur PHP/Développeuse PHP,TMC,"Toulouse, Haute-Garonne",0,,,Unknown,"À propos de TMC TMC est une société internationale de conseil en hautes technologies présente dans 16 pays et comptant 3000 collaborateurs. Nous apportons une expertise technique à nos clients pour les accompagner dans la réalisation de leurs projets et de leurs défis depuis plus de 20 ans. Nous travaillons dans des domaines passionnants tels que l'aéronautique, l'automobile, le ferroviaire, l'énergie, la finance et la santé. Chez TMC, nous croyons que ce sont les personnes qui sont les moteurs…",
Développeur Dotnet/Développeuse Dotnet,MCA,"Strasbourg, Strasbourg-Ville",0,,,Unknown,"Nous recherchons des ingénieur(e)s passionné(e)s souhaitant nous rejoindre au sein de nos différents projets sur Strasbourg ! C’est pourquoi, nous vous proposons de rejoindre notre équipe en tant qu’I ngénieur développement logiciel C# (H/F) Au sein du département informatique d’une de nos clients, vous intégrerez une équipe intervenant sur le développement d’un logiciel dans le secteur de la mobilité. Vos compétences en C# vous permettront de : Développer de nouvelles applications à l'aide des…",
Développeur iOS/Développeuse iOS,GROUPE ALLIANCE,"Ile-de-France, France",0,,,Unknown,"Ce que tu recherches : Evoluer au sein d’une équipe dynamique Participer à des projets innovants d’envergure Relever des défis Donner un nouveau souffle à ta carrière Alors nous avons la mission idéale pour toi. Au sein d’acteurs majeurs des secteurs du E-Commerce, Médias, banque, Assurances, tu participeras à des projets d’envergure, de refonte, de migration et / ou à des évolutions majeures à mettre en œuvre dans le SI du client : Analyse des besoins, tu feras Spécifications techniques, tu ré…",
Développeur C#,eXalt IT,"Paris, Ile-de-France",0,,,Unknown,"Descriptif du poste : eXalt IT, spécialisée sur les métiers du Software Engineering, forte d’une communauté de 100 développeurs, recherche son/sa nouveau/elle Développeur/se Full C# avec Multithreading , pour aller à la conquête de nouveaux projets techniques ! Mais qui sommes-nous ?! Des passionnés de code propre, de bonnes pratiques et l’envie de progresser en continu. Des gens qui parlent TDD, DDD, multithreading, architecture hexagonale ou microservices… et qui t’écoutent quand tu en parles…",
Développeur·se Web,ADERE,"Aubière, Clermont-Ferrand",0,,,Unknown,"ADERE est une Centrale de Référencement Associative, de plus de 30 ans d’existence, bénéficiant d’une couverture nationale, et agissant en proximité auprès de ses Adhérents en leur permettant d’optimiser leur processus d’achat et de réaliser des économies afin de dédier ce temps à l’accompagnement des résidents. ADERE en quelques chiffres c’est : 90 salariés (doublé en 5 ans) 7 600 Adhérents issus du secteur de l’Economie Sociale et Solidaire (50% en 5 ans) Plus de 180 fournisseurs et 80 gammes…",
Développeur C#,Apside,"Angoulême, Charente",0,,,Unknown,"Développeur C# H/F !  Découvrez la Vie Apsidienne  et vous aussi, devenez Apsidien // On aurait pu demander à Chat GPT de vous démontrer en quoi Apside est l’ESN qu’il vous faut, mais on préfère que vous le découvriez vous-mêmes   Découvrez votre future mission // Contexte Client : Secteur naval Missions Concevoir de nouvelles fonctionnalités pour la bibliothèque Développer de nouveaux contrôles WPF Actualiser le style Améliorer la qualité grâce à une maintenance continue Garantir la compatibil…",
Développeur Flutter,Daveo,France,0,,,Unknown,"Daveo est un cabinet de conseil spécialisé dans les domaines du product management, de la technologie et du cloud. Fondé en 2008, Daveo a bâti sa réputation sur une culture d’entreprise forte axée sur la réussite collective. Voici quelques points clés à propos de Daveo : Innovation et Collaboration : Daveo allie amour de l’innovation et état d’esprit collaboratif pour offrir des solutions de pointe à ses clients. Expertise : Daveo est un pure player du product management, de la tech et du cloud…",
Développeur Angular,néosoft,"Pantin, Bobigny",0,,,Unknown,"Tous nos postes sont ouverts au télétravail Groupe indépendant de conseil en transformation digitale de près de 1800 collaborateurs, Néosoft s’est construit, depuis 2005, sur un modèle qui place l’excellence, le dépassement de soi et la RSE au cœur de sa stratégie. En nous rejoignant, vous intégrez des communautés d’experts et de talents qui vous permettent de développer vos compétences et d’offrir à nos clients le meilleur accompagnement possible. Notre savoir-faire s’articule autour de nos 6 …",
Développeur SIG,Felps Group,"Ile-de-France, France",0,,,Unknown,"Bienvenue chez Felps Group  Une communauté d'experts passionnés, alliant leurs compétences pour propulser votre entreprise vers de nouveaux sommets.   Notre Expertise : Felps Group est une alliance de ""Pure Players"" composée de quatre Squads distinctes : Telecom, IT, Cybersécurité et Conduite du changement. Chacune de ces Squads est dirigée par un capitaine, expert dans un domaine spécifique. Ces Capitaines accompagnent les consultants tout au long de leur parcours chez Felps, les guidant dans …",
Développeur.se Java,Listen too,France,0,,,Unknown," Imagines un lieu où ta voix compte autant que tes compétences… Chez Listen too, nous sommes convaincus que l’écoute est indissociable du progrès. Cultivée au quotidien, elle devient un catalyseur de croissance et de réussite, tant pour l’entreprise que pour ses collaborateur·rice·s. Listen too est une agence conseil spécialisée depuis 2013 dans la digitalisation de la Relation Client & Collaborateur. Grâce à la justesse de l’accompagnement offert à nos clients comme à nos consultant·e·s, nous …",
Développeur COBOL,ALTEN,"Boulogne-Billancourt, Hauts-de-Seine",0,,,Unknown,"Alten, la maison des ingénieurs, qui sommes-nous ? Fort de plus de 35 ans d’expériences, le groupe Alten exerce dans plus de 30 pays. Cette couverture mondiale, nos 54 000 collaborateurs, composés de 88% d’ingénieurs, nous permettent d’être un groupe international et leader de son marché. Soucieux du bien-être de nos collaborateurs, cela nous a permis, cette année et pour la 12eme fois consécutive, d’être labellisé Top Employer. L’obtention de ce label s’appuie sur un audit de Top Employer Inst…",
Développeur back-end/Développeuse back-end,WeScale,"Ile-de-France, France",0,,,Unknown,Rejoignez WeScale et contribuez à l’accompagnement de nos clients dans leur transformation vers le Platform Engineering. WeScale recherche une Développeuse ou un Développeur Backend pour renforcer ses équipes et accompagner ses clients dans le développement de solutions Cloud Native en veillant à la qualité logicielle et en collaborant étroitement avec les équipes infrastructure. En tant que consultante ou consultant chez WeScale : Rejoignez une communauté dynamique de passionnés et aurez l’opp…,
Développeur JavaScript,norsys,"Tours, Indre-et-Loire",0,,,Unknown," Qui sommes-nous ? Norsys est une ESN de plus de 500 permamakers (collaborateurs.trices), créée en 1994, spécialisée dans le conseil en assistance à maitrise d’ouvrage et l’ingénierie informatique utilisant les dernières technologies (JAVA, JS, PHP,.Net). L’agence de Tours c’est 50 collaborateur.trices constituée de développeurs.ses Java, de consultants.es MOA, Product Owner et de chef.fes de projets qui apprécient les moments conviviaux en tout genre et qui s'investissent dans les activités de…",
Développeur PL/SQL/Développeuse PL/SQL,néosoft,"Paris, Ile-de-France",0,,,Unknown,"Tous nos postes sont ouverts au télétravail Groupe indépendant de conseil en transformation digitale de près de 1800 collaborateurs, Néosoft s’est construit, depuis 2005, sur un modèle qui place l’excellence, le dépassement de soi et la RSE au cœur de sa stratégie. En nous rejoignant, vous intégrez des communautés d’experts et de talents qui vous permettent de développer vos compétences et d’offrir à nos clients le meilleur accompagnement possible. Notre savoir-faire s’articule autour de nos 6 …",
Développeur CLEVA,ASTRIDSEN,"Aix-en-Provence, Bouches-du-Rhône",0,,,Emplois Droit,"À propos de l'entreprise Dans le cadre d’un projet stratégique de modernisation du SI métier, notre client – un acteur du secteur de l’assurance – recherche un développeur Java confirmé ayant déjà conduit une montée de version CLEVA, notamment de la version 11 vers la version 17. À propos du rôle Vous rejoindrez une équipe projet pluridisciplinaire (développeurs, tech lead, consultants MOA/MOE) pour piloter et exécuter cette transition technique majeure. Responsabilités Analyser les impacts tec…",
Développeur .NET,ASTRELYA,"Ile-de-France, France",0,,,Unknown,"Développeur .NET  ASTRELYA est un groupe de conseil et d’expertise IT fondé en 2017, présent en France (Paris et régions) et en Suisse (Genève). Aujourd'hui plus de 280 collaborateurs accompagnent nos clients dans l’accélération et la transformation de leurs organisations. Dans le cadre de notre développement, nous recherchons pour l'un de nos clients un Développeur Fullstack .NET H/F; Vos Rôles & Responsabilités Cadrage très strict d’implémentation (qualité du code, couverture totale en matièr…",
Développeur Web,Sander,France,0,,,Unknown,"Développeur(se) Fullstack Node/Vue – Startup e-santé  Paris (hybride) |  Stack : NuxtJS (VueJS), NodeJS, Ionic, MySQL, Redis, CouchDB, Linux, Sécurité |  Secteur : e-santé Une startup innovante dans l’e-santé, en pleine croissance depuis bientôt 10 ans, recherche un(e) développeur(se) Fullstack pour renforcer son équipe tech ! Leur mission est claire : soulager les infirmiers libéraux de la charge administrative pour qu’ils puissent se recentrer sur l’essentiel : le soin. Pour cela, ils dévelop…",
Développeur Java,Objectware,"Nantes, Loire-Atlantique",0,,,Unknown,"Nous recherchons un développeur pour renforcer l'équipe d'un de nos clients sur une infrastructure AWS et Kubernetes. Vos missions seront les suivantes : Conception, développement et maintenance des fonctionnalités backend. Travailler dans un cadre Agile. Participation, dans le cadre des principes DEVOPS, au déploiement et au suivi de votre application. Etre force de proposition et au cœur de l'amélioration continue. Compétences attendues : Back: JAVA 21, SpringBoot 3 , Docker, API Base : Mongo…","AWS, Docker"
Développeur Python,Meritis | B Corp™,"Ile-de-France, France",0,,,Unknown,"Nous sommes à la recherche de développeurs Python disposant d'au moins trois années d'expérience , afin de participer à de très nombreux projets, sur une grande variété de secteurs d'activités (Transports, Luxe, Banque/ Finance/ Assurance, Retail). Vous serez notamment en charge de : Participer à la phase d'analyse du projet , et proposer des solutions techniques dans le cadre de projets à forts enjeux Participer au développement de nouvelles applications/ logiciels et fonctionnalités Participe…",Python
Développeur BI,PROXIAD OUEST,"Saint-Herblain, Nantes",0,,,Unknown,"Proxiad Ouest est à la recherche d’un nouveau talent pour compléter son équipe ! Qui sommes-nous ? Avec une écoute attentive et un suivi régulier de ses collaborateurs, une bonne ambiance et des petits déjeuner à la clé, Proxiad est une ESN qui porte une attention toute particulière au bien-être de ses collaborateurs. Spécialisé dans le Conseil et l’Expertise auprès de ses clients, le groupe Proxiad compte aujourd’hui plus de 1000 collaborateurs en France. Intervenant dans différents secteurs d…",
Développeur Expérimenté,Team-iT,"Molsheim, Bas-Rhin",0,,,Unknown,"Dans le cadre du développement de solutions innovantes pour des systèmes IT/OT complexes, nous recherchons un(e) Développeur(se) expérimenté(e) pour intervenir sur des projets technologiques de pointe au sein d'une équipe d'innovation basée à Molsheim (Alsace). Avec plus de 10 ans d'expérience, vous apporterez votre expertise technique en architecture logicielle, développement, intégration, et déploiement de plateformes distribuées à forte charge, dans un environnement mêlant cloud, embarqué, I…",
Développeur C#,Technology & Strategy,France,0,,,Unknown,"Technology & Strategy est une société de conseil Européenne de plus de 3500 collaborateurs présente en France et à l’international. En pleine expansion, T&S est spécialisée dans trois grands domaines d’expertise (Transformation Digitale, Conseil en performance opérationnelle et Systèmes Embarqués), afin d’implémenter des solutions plus intelligentes, plus sûres et plus écologiques, sur les défis d’aujourd’hui et de demain. Et c’est dans cet environnement aux relations humaines fortes, à l’exper…",
Développeur C#,UTi GROUP.,"Strasbourg, Strasbourg-Ville",0,,,Unknown,"Directement intégré à l'équipe en charge des applications batch et IHM de notre client, acteur majeur du domaine bancaire, vous intervenez en tant que qu'analyste développeur C# sur des sujets variés (montée de version de framework ou d'outils digitaux, mise en place d'écrans, refonte d'outils, etc). Responsabilités : Conception d’évolutions / étude d’impacts techniques Développement Conception et mise en place des cas de test, tests unitaires et tests d’intégration Interface technique avec les…",
Développeur chef de projet/Développeuse chef de projet,Akkodis,"Lisses, Corbeil-Essonnes",0,,,Unknown,La ligne de service Akkodis Talent recrute pour son client final un Chef de projet développement de logiciel (PMO) en CDI basé à Lisses 91. Vous intégrez un client final spécialisé dans le secteur biomédical. Nous sommes à la recherche d'un Chef de Projet Développement Logiciel pour rejoindre notre équipe dynamique. Missions : Assurer la responsabilité fonctionnelle du développement de logiciels sans hiérarchie. (pas de management direct) Piloter les sous-traitants dans le domaine des logiciels…,
Concepteur Développeur,Numih France,"Rennes, Ille-et-Vilaine",0,,,Unknown,"⭐ Partager nos valeurs : Engagement, Excellence, Innovation. ‍ Rejoindre des collègues investis dans une mission d'utilité publique et innovante.  Travailler avec des équipes motivées par la satisfaction client. Notre recherche Jean cherche à intégrer un(e) concepteur(trice) développeur(se) pour prendre part activement au développement de projets transverses en liens avec la santé et les collectivités/services de l’Etat tout en prenant en charge l’exploitation et la maintenance de certaines app…",
Développeur.se GO,Meritis | B Corp™,"Ile-de-France, France",0,,,Unknown,"Vous intégrez une équipe dédiée à l’ observabilité cloud d’un grand groupe du secteur télécom, au cœur de la modernisation des infrastructures Cloud . Au sein du département en charge des socles techniques (Kubernetes, Cloud Foundry, VM, services managés) , vous travaillerez sur la refonte des outils de métrologie , avec une stack moderne orientée microservices , performance , et multi-sites . Au sein de la sous-équipe dédiée à la stack Prometheus & Grafana , vos responsabilités/ missions inclu…",
Développeur Java,Audensiel,"Provence-Alpes-Côte d'Azur, France",0,,,Unknown,"Audensiel Technologies, société d’ingénierie avec le statut de Jeune Entreprise Innovante, est une structure à taille humaine en forte croissance. Nous sommes mobilisés autour de valeurs telles que l’innovation technologique, l’écoute et la réactivité. Nous développons en interne, au sein du groupe Audensiel, plusieurs projets d’innovation qui nous permettent de valoriser les compétences de nos collaborateurs, de développer leurs savoir-faire et d’être à la pointe de l’innovation dans des domai…",
Développeur C++,Audensiel,"Provence-Alpes-Côte d'Azur, France",0,,,Unknown,"Audensiel Technologies, société d’ingénierie avec le statut de Jeune Entreprise Innovante, est une structure à taille humaine en forte croissance. Nous sommes mobilisés autour de valeurs telles que l’innovation technologique, l’écoute et la réactivité. Nous développons en interne, au sein du groupe Audensiel, plusieurs projets d’innovation qui nous permettent de valoriser les compétences de nos collaborateurs, de développer leurs savoir-faire et d’être à la pointe de l’innovation dans des domai…",
Développeur C++,Experis,"Mougins, Grasse",0,,,Unknown,"L’Humain, l’Expertise et l’Innovation, voilà ce qui caractérise l’ADN d’Experis France, ESN de ManpowerGroup reconnue Top Employer 2025. Présente dans 28 pays avec 3800 Talents en France, Experis se positionne comme un acteur incontournable et innovant sur le marché des ESN. Nous proposons une offre intégrée alliant services et solutions IT pour accompagner nos clients partenaires dans leurs projets de transformations. Nous recherchons un Développeur C++ (H/F) passionné et expérimenté pour rejo…",
Développeur C++,NEO2 Digital,"Montpellier, Hérault",0,,,Unknown,"Nous recherchons notre futur consultant, Ingénieur C++ dans un environnement Linux pour travailler sur des systèmes industriels et de contrôle commande robotique. Expérience souhaitée : 3 à 5 ans Logiciel : GIRA Contexte de la mission : Dans le cadre d’un projet innovant dans le domaine de la robotique, nous recherchons un Ingénieur C++ expérimenté côté Linux pour intervenir sur le développement d’un logiciel de contrôle/commande de robot . La mission s’effectuera exclusivement sur site . Missi…",
Développeur web Java/Développeuse web Java,Visian,"Marseille, Bouches-du-Rhône",0,,,Unknown," Rejoins Visian en tant que Développeur Java expérimenté à Marseille ! Tu es développeur Java, tu as déjà plusieurs expériences à ton actif et tu es prêt pour un nouveau challenge ? Tu veux intégrer une entreprise en plein essor, où l’innovation, l’humain et la montée en compétences sont au cœur de l’ADN ? Alors bienvenue chez Visian !  Ce que l’on te propose : Nous recherchons un Développeur Java confirmé pour rejoindre notre nouveau bureau de Marseille , dans un cadre stimulant et à taille hu…",
Développeur front-end/Développeuse front-end,Aleysia,France,0,,,Unknown," Les défis techniques et les nouvelles stacks te passionnent ? Nous avons le job qu'il te faut ! Nous recherchons un·e développeur·se frontend ⬇️  Ton challenge si tu l’acceptes : Développer des interfaces utilisateurs dynamiques, intuitives et performantes à partir de maquettes fournies Participer à la revue de code et au maintien de la qualité de la plateforme Gérer les incidents et maintenir la performance des applications Collaborer étroitement avec l'équipe produit, les UX/UI designers et …",
Développeur SAP ABAP/Développeuse SAP ABAP,ACENSI,"Ile-de-France, France",0,,,Unknown,"Aujourd’hui, nous recherchons un Développeur SAP ABAP confirmé pour accompagner l’un de nos clients majeurs dans le secteur de l’énergie.  Votre profil : Vous êtes diplômé(e) d’une formation Bac5 Vous justifiez d’au moins 5 ans d’expérience en développement ABAP Vous maîtrisez l’environnement SAP ECC ️ Vos missions : Développer des correctifs et des évolutions dans le respect des normes de développement SAP Réaliser les tests unitaires Rédiger et maintenir la documentation technique associée au…",
Développeur back-end/Développeuse back-end,Infotel,"Nantes, Loire-Atlantique",0,,,Unknown,"NOTRE ENTREPRISE Infotel Conseil accompagne les directions Informatiques et Métiers des grandes entreprises depuis plus de 40 ans (Airbus, BNP Paribas, Banque de France, BPCE, Air France, Arkéa, Stellantis, etc.). C’est aujourd’hui plus de 3 000 Infotéliens qui ont rejoint le groupe en France (Paris, Toulouse, Lyon, Bordeaux, Lille, Rennes, Nantes, etc.) et à l’étranger (UK, Monaco, Allemagne, US, Canada, Inde, Maroc). Nous avons ainsi réalisé en 2023 un chiffre d’affaires de 307,5 M€. Infotel …",
Développeur front-end/Développeuse front-end,Aleysia,France,0,,,Unknown," Le développement frontend sur des plateformes 3D te passionne ? N’hésite plus et postule à cette offre de Développeur Frontend qui t’attend ! ⬇️  Ton challenge si tu l’acceptes : Développer la visualisation et l’édition de formes 2D (flèches, lignes, rectangles, arcs, etc.) au sein d’un widget 3D Maîtriser et utiliser le format SVG ainsi que les librairies associées Développer des Web Components robustes avec Stencil.JS Assurer une intégration propre et validée dans le composant Switchboard En…",
Développeur web Java/Développeuse web Java,Proxiad,"Lille, Nord",0,,,Unknown,"Actuellement, nous recherchons un Développeur full-stack JAVA ANGULAR (H/F) sur la métropole lilloise. Les missions principales sont : - Définir et rédiger les spécifications techniques - Réaliser le développement back-end et front-end - Effectuer les tests et l'intégration - Participer à la maintenance du produit - Rédiger de la documentation technique Pour avoir l'occasion d'embarquer dans notre fusée Proxiad, il est nécessaire d'avoir : - Au moins 3 ans d'expérience sur un poste similaire - …",
Développeur de bases de données/Développeuse de bases de données,Econocom,"Auvergne-Rhône-Alpes, France",0,,,Unknown,"Qui sommes nous : L'entité Apps, Cloud & Data du groupe Econocom accompagne les entreprises dans leurs projets de transformation et de modernisation de leurs applications en apportant son expertise et savoir-faire dans les nouvelles technologies, le cloud et la data. Nous intervenons sur la maintenance, conception et le développement d'applications métiers et portails web, pour le compte de nos clients grands-comptes. Je recherche un Développeur de Base de données – Rejoignez une équipe engagée…",
Développeur web Java/Développeuse web Java,SOFTEAM,"Grasse, Alpes-Maritimes",0,,,Unknown,"Softeam est la marque du Conseil et des Services de Docaposte, filiale numérique du Groupe La Poste. Nous accompagnons vos transformations (métier, réglementaire, digitale) dans la durée pour IMAGINER, CONCEVOIR et opérer vos services de demain en vous proposant une offre unique sur le marché combinant conseil, solutions numériques et excellence de services. Son organisation s articule autour d une large gamme d expertises en Consulting, Finance, Data & AI et Digital, d une agence digitale : So…",
Développeur/ Développeuse Fullstack Dot Net/ Angular,Ikighia,"Montpellier, Hérault",0,,,Unknown,"Offre d'Emploi : CDI uniquement Lieu : Montpellier Type de contrat : CDI statut cadre - convention collective Syntec Démarrage : ASAP Description du poste : Nous recrutons un(e) développeur(se) avec minimum 3 ans d'expérience pour une mission passionnante chez un de nos clients sur Montpellier dans le secteur de la santé pour l'accompagner dans le développement de ses projets IT sur Montpellier. -Développement, maintenance et évolution des applications existantes en Dot Net et Angular Js. Avec …",
Développeur Java/VueJS - Développeuse Java/VueJS,Aleysia,France,0,,,Unknown," Tu as l'esprit d'initiative et tu aimes travailler dans un environnement stimulant, postule sans attendre cette offre de Développeur·se Java / VueJS qui est faite pour toi ! ⬇️  Ton challenge si tu l’acceptes : Concevoir et développer des solutions avec un code performant et documenté Gérer la maintenance corrective et évolutive de l'application Participer activement à l'amélioration continue Implémenter des tests unitaires et d’intégration pour assurer la qualité du code Suivre les bonnes pra…",
Développeur chef de projet/Développeuse chef de projet,CESI,"Pau, Pyrénées-Atlantiques",0,,,Emplois Informatique,"À propos de l'entreprise - L'école CESI (Centre des Études Supérieures Industrielles) est un établissement d'enseignement supérieur français qui propose des formations dans les domaines de l'ingénierie, du management, du BTP, de l'industrie, de l'informatique, et de la transformation numérique. Fondée en 1958, CESI est reconnue pour ses formations professionnalisantes, en particulier pour les métiers d'ingénieur, de manager, et de chef de projet. CESI propose plusieurs types de programmes, nota…",
Développeur Dotnet/Développeuse Dotnet Fullstack,Innova Solutions,"Nice, Alpes-Maritimes",0,,,Unknown," Innova Solutions accompagne ses clients sur toute la France et offre à ses candidats des postes dans les secteurs de l’IT et de l’Engineering. Dans le cadre du développement de notre activité, nous recherchons un.e developpeur(se) .Net / Angular pour intervenir au sein d'un groupe international industriel. ✅ Votre mission : Concevoir, développer et maintenir des applications web performantes et sécurisées Participer à l’architecture logicielle et aux choix techniques Collaborer étroitement ave…",
Développeur / Développeuse Java H/F,Webnet,"Lyon, Rhône",0,,,Unknown,"Serez-vous notre prochain Dragonnier ? Rejoignez notamment Frédéric et Jamil, de vrais passionnés du pôle Java qui recherchent leur futur collègue, un artisan du code qui maitrise le socle initial suivant : JAVA 8 (3 ans d’expérience minimum) Maîtrise d’une ou plusieurs bases de données : Oracle, PostgreSQL, MySQL, MongoDB, Cassandra, etc. Connaissances sur des Frameworks comme Spring , Quarkus, Struts, DropWizard ou encore Vert.x Comprend les principes de Jenkins, GitLab, CodeBuild, etc. Une p…",
Développeur / Développeuse Java F/H,Webnet,"Nantes, Loire-Atlantique",0,,,Unknown,"Serez-vous notre prochain Dragonnier ? Rejoignez notamment Frédéric et Jamil, de vrais passionnés du pôle Java qui recherchent leur futur collègue, un artisan du code qui maitrise le socle initial suivant : · JAVA 8 (3 ans d’expérience minimum) · Maîtrise d’une ou plusieurs bases de données : Oracle, PostgreSQL, MySQL, MongoDB, Cassandra, etc. · Connaissances sur des Frameworks comme Spring , Quarkus, Struts, DropWizard ou encore Vert.x · Comprend les principes de Jenkins, GitLab, CodeBuild, et…",
Développeuse / Développeur Cloud en alternance – Rennes,Capgemini,"Rennes, Ille-et-Vilaine",0,,,Unknown,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif. Vos missions : Rejoindre notre équipe, c…",
ALTERNANCE - Développeuse / développeur logiciel - Bayonne,Capgemini,"Bayonne, Pyrénées-Atlantiques",0,,,Unknown,"Le Groupe Capgemini Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif. Votre profil Tu es e…",
Développeuse/Développeur Front Javascript Lyon,Webnet,"Lyon, Rhône",0,,,Unknown,"Serez-vous notre prochain Dragonnier ? Rejoignez notamment Amine, Aurélien et Benjamin afin de renforcer notre équipe avec un(e) vrai(e) passionné(e) du développement. Pour cela notre futur(e) collègue maitrise grâce à ses expériences précédentes le socle initial suivant : · ReactJS et/ou Vue.JS (4 ans d’expérience minimum) · Mais également le JavaScript , TypeScript (POO, design patterns, optimisation des performances, EcmaScript…) · HTML/CSS et les outils récents : LESS, Brunch, Webpack, Boot…","JavaScript, React"
Développeuse / Développeur Cloud en alternance – Toulouse,Capgemini,"Toulouse, Haute-Garonne",0,,,Unknown,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier, vous pourrez réécrire votre futur. Rejoignez-nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif. Vos missions : Rejoindre notre équipe, c…",
Rennes - ALT -Développeuse/ Développeur Intégration API Junior,Capgemini,France,0,,,Unknown,"Choisir Capgemini, c'est choisir une entreprise où vous serez en mesure de façonner votre carrière selon vos aspirations. Avec le soutien et l'inspiration d'une communauté d’experts dans le monde entier , vous pourrez réécrire votre futur . Rejoignez nous pour redéfinir les limites de ce qui est possible, contribuer à libérer la valeur de la technologie pour les plus grandes organisations et participer à la construction d’un monde plus durable et inclusif Vos Missions Rejoindre Capgemini c’est …",
Developpeur C++,eXalt IT,"Paris, Ile-de-France",0,,,Unknown,"Développeur C++ / Algo Descriptif du poste : eXalt IT, spécialisée sur les métiers du Software Engineering, forte d’une communauté de 100 développeurs, recherche son/sa nouveau/elle Développeur/se C++ avec une forte appétence en algorithmie, pour aller à la conquête de nouveaux projets techniques ! Mais qui sommes-nous ?! Des passionnés de code propre, de bonnes pratiques et l’envie de progresser en continu. Des gens qui parlent TDD, DDD, multithreading, architecture hexagonale ou microservices…",
Développeur C++QT,Adentis,"Ile-de-France, France",0,,,Unknown,"Développeur C++ disposant d’une expérience avérée et réussie. De formation Bac 5 en École d'ingénieur ou équivalent universitaire, vous disposez d'une expérience de minimum 3 ans dans un environnement technique de développement logiciel / applications métiers. Missions : Le développement de nouvelles applications, services, outils, ou des évolutions des composants existants, dans le cadre d’un process de développement incrémental, La réalisation des tests unitaires, La rédaction des documents l…",
Développeur.se fullstack,Harnham,"Bordeaux, Gironde",0,,,Emplois Droit,"DÉVELOPPEUR.SE FULLSTACK Salaire jusqu'à 60K€ fixes 2 jours de télétravail Node.JS - React.JS - PostgreSQL L'ENTREPRISE Cette startup en forte croissance évolue dans le secteur du e-commerce. Après une brillante levée de fonds, elle souhaite agrandir son équipe tech et recrute un·e développeur·se fullstack pour accompagner sa croissance. LE POSTE Intégré·e à l'équipe tech, tu contribueras activement à la conception, au développement et à l'amélioration des produits B2C de l'entreprise. En fonct…",React
Développeur·se backend,Harnham,"Bordeaux, Gironde",0,,,Unknown,"Développeur.se backend Salaire jusqu'à 55K€ fixes 2 jours de télétravail Node.JS - React.JS - PostgreSQL L'ENTREPRISE Cette startup en forte croissance évolue dans le secteur du e-commerce. Après une brillante levée de fonds, elle souhaite agrandir son équipe tech et recrute un·e développeur·se backend pour accompagner sa croissance. LE POSTE Intégré·e à l'équipe tech, tu contribueras activement à la conception, au développement et à l'amélioration des produits B2C de l'entreprise. En fonction …",React
